Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Mar 2023,YEM,32627231,Abyan,Lawdar,current,2023-01-01,2023-05-31,4,7000,0.05
Mar 2023,YEM,32627231,Abyan,Lawdar,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Lawdar,first projection,2023-06-01,2023-12-31,all,135621,1.0
Mar 2023,YEM,32627231,Abyan,Lawdar,first projection,2023-06-01,2023-12-31,3+,54000,0.4
Mar 2023,YEM,32627231,Abyan,Lawdar,first projection,2023-06-01,2023-12-31,1,40500,0.3
Mar 2023,YEM,32627231,Abyan,Lawdar,first projection,2023-06-01,2023-12-31,2,40500,0.3
Mar 2023,YEM,32627231,Abyan,Lawdar,first projection,2023-06-01,2023-12-31,3,40500,0.3
Mar 2023,YEM,32627231,Abyan,Lawdar,first projection,2023-06-01,2023-12-31,4,13500,0.1
Mar 2023,YEM,32627231,Abyan,Lawdar,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Mudiyah,current,2023-01-01,2023-05-31,all,51568,1.0
Mar 2023,YEM,32627231,Abyan,Mudiyah,current,2023-01-01,2023-05-31,3+,20500,0.4
Mar 2023,YEM,32627231,Abyan,Mudiyah,current,2023-01-01,2023-05-31,1,15500,0.3
Mar 2023,YEM,32627231,Abyan,Mudiyah,current,2023-01-01,2023-05-31,2,15500,0.3
Mar 2023,YEM,32627231,Abyan,Mudiyah,current,2023-01-01,2023-05-31,3,18000,0.35
Mar 2023,YEM,32627231,Abyan,Mudiyah,current,2023-01-01,2023-05-31,4,2500,0.05
Mar 2023,YEM,32627231,Abyan,Mudiyah,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Mudiyah,first projection,2023-06-01,2023-12-31,all,51568,1.0
Mar 2023,YEM,32627231,Abyan,Mudiyah,first projection,2023-06-01,2023-12-31,3+,20500,0.4
Mar 2023,YEM,32627231,Abyan,Mudiyah,first projection,2023-06-01,2023-12-31,1,15500,0.3
Mar 2023,YEM,32627231,Abyan,Mudiyah,first projection,2023-06-01,2023-12-31,2,15500,0.3
Mar 2023,YEM,32627231,Abyan,Mudiyah,first projection,2023-06-01,2023-12-31,3,15500,0.3
Mar 2023,YEM,32627231,Abyan,Mudiyah,first projection,2023-06-01,2023-12-31,4,5000,0.1
Mar 2023,YEM,32627231,Abyan,Mudiyah,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Rassd,current,2023-01-01,2023-05-31,all,79004,1.0
Mar 2023,YEM,32627231,Abyan,Rassd,current,2023-01-01,2023-05-31,3+,20000,0.25
Mar 2023,YEM,32627231,Abyan,Rassd,current,2023-01-01,2023-05-31,1,35500,0.45
Mar 2023,YEM,32627231,Abyan,Rassd,current,2023-01-01,2023-05-31,2,23500,0.3
Mar 2023,YEM,32627231,Abyan,Rassd,current,2023-01-01,2023-05-31,3,20000,0.25
Mar 2023,YEM,32627231,Abyan,Rassd,current,2023-01-01,2023-05-31,4,0,0
Mar 2023,YEM,32627231,Abyan,Rassd,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Rassd,first projection,2023-06-01,2023-12-31,all,79004,1.0
Mar 2023,YEM,32627231,Abyan,Rassd,first projection,2023-06-01,2023-12-31,3+,27500,0.35
Mar 2023,YEM,32627231,Abyan,Rassd,first projection,2023-06-01,2023-12-31,1,35500,0.45
Mar 2023,YEM,32627231,Abyan,Rassd,first projection,2023-06-01,2023-12-31,2,16000,0.2
Mar 2023,YEM,32627231,Abyan,Rassd,first projection,2023-06-01,2023-12-31,3,23500,0.3
Mar 2023,YEM,32627231,Abyan,Rassd,first projection,2023-06-01,2023-12-31,4,4000,0.05
Mar 2023,YEM,32627231,Abyan,Rassd,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Sarar,current,2023-01-01,2023-05-31,all,22066,1.0
Mar 2023,YEM,32627231,Abyan,Sarar,current,2023-01-01,2023-05-31,3+,4500,0.2
Mar 2023,YEM,32627231,Abyan,Sarar,current,2023-01-01,2023-05-31,1,7500,0.35
Mar 2023,YEM,32627231,Abyan,Sarar,current,2023-01-01,2023-05-31,2,10000,0.45
Mar 2023,YEM,32627231,Abyan,Sarar,current,2023-01-01,2023-05-31,3,4500,0.2
Mar 2023,YEM,32627231,Abyan,Sarar,current,2023-01-01,2023-05-31,4,0,0
Mar 2023,YEM,32627231,Abyan,Sarar,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Sarar,first projection,2023-06-01,2023-12-31,all,22066,1.0
Mar 2023,YEM,32627231,Abyan,Sarar,first projection,2023-06-01,2023-12-31,3+,7500,0.35
Mar 2023,YEM,32627231,Abyan,Sarar,first projection,2023-06-01,2023-12-31,1,6500,0.3
Mar 2023,YEM,32627231,Abyan,Sarar,first projection,2023-06-01,2023-12-31,2,7500,0.35
Mar 2023,YEM,32627231,Abyan,Sarar,first projection,2023-06-01,2023-12-31,3,6500,0.3
Mar 2023,YEM,32627231,Abyan,Sarar,first projection,2023-06-01,2023-12-31,4,1000,0.05
Mar 2023,YEM,32627231,Abyan,Sarar,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Sibah,current,2023-01-01,2023-05-31,all,26083,1.0
Mar 2023,YEM,32627231,Abyan,Sibah,current,2023-01-01,2023-05-31,3+,5000,0.2
Mar 2023,YEM,32627231,Abyan,Sibah,current,2023-01-01,2023-05-31,1,9000,0.35
Mar 2023,YEM,32627231,Abyan,Sibah,current,2023-01-01,2023-05-31,2,11500,0.45
Mar 2023,YEM,32627231,Abyan,Sibah,current,2023-01-01,2023-05-31,3,5000,0.2
Mar 2023,YEM,32627231,Abyan,Sibah,current,2023-01-01,2023-05-31,4,0,0
Mar 2023,YEM,32627231,Abyan,Sibah,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Sibah,first projection,2023-06-01,2023-12-31,all,26083,1.0
Mar 2023,YEM,32627231,Abyan,Sibah,first projection,2023-06-01,2023-12-31,3+,8000,0.3
Mar 2023,YEM,32627231,Abyan,Sibah,first projection,2023-06-01,2023-12-31,1,9000,0.35
Mar 2023,YEM,32627231,Abyan,Sibah,first projection,2023-06-01,2023-12-31,2,9000,0.35
Mar 2023,YEM,32627231,Abyan,Sibah,first projection,2023-06-01,2023-12-31,3,6500,0.25
Mar 2023,YEM,32627231,Abyan,Sibah,first projection,2023-06-01,2023-12-31,4,1500,0.05
Mar 2023,YEM,32627231,Abyan,Sibah,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Zinjibar,current,2023-01-01,2023-05-31,all,45239,1.0
Mar 2023,YEM,32627231,Abyan,Zinjibar,current,2023-01-01,2023-05-31,3+,20500,0.45
Mar 2023,YEM,32627231,Abyan,Zinjibar,current,2023-01-01,2023-05-31,1,11500,0.25
Mar 2023,YEM,32627231,Abyan,Zinjibar,current,2023-01-01,2023-05-31,2,13500,0.3
Mar 2023,YEM,32627231,Abyan,Zinjibar,current,2023-01-01,2023-05-31,3,13500,0.3
Mar 2023,YEM,32627231,Abyan,Zinjibar,current,2023-01-01,2023-05-31,4,7000,0.15
Mar 2023,YEM,32627231,Abyan,Zinjibar,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Abyan,Zinjibar,first projection,2023-06-01,2023-12-31,all,45239,1.0
Mar 2023,YEM,32627231,Abyan,Zinjibar,first projection,2023-06-01,2023-12-31,3+,22500,0.5
Mar 2023,YEM,32627231,Abyan,Zinjibar,first projection,2023-06-01,2023-12-31,1,11500,0.25
Mar 2023,YEM,32627231,Abyan,Zinjibar,first projection,2023-06-01,2023-12-31,2,11500,0.25
Mar 2023,YEM,32627231,Abyan,Zinjibar,first projection,2023-06-01,2023-12-31,3,13500,0.3
Mar 2023,YEM,32627231,Abyan,Zinjibar,first projection,2023-06-01,2023-12-31,4,9000,0.2
Mar 2023,YEM,32627231,Abyan,Zinjibar,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Ma`rib,Harib,current,2023-01-01,2023-05-31,all,50605,1.0
Mar 2023,YEM,32627231,Ma`rib,Harib,current,2023-01-01,2023-05-31,3+,20000,0.4
Mar 2023,YEM,32627231,Ma`rib,Harib,current,2023-01-01,2023-05-31,1,15000,0.3
Mar 2023,YEM,32627231,Ma`rib,Harib,current,2023-01-01,2023-05-31,2,15000,0.3
Mar 2023,YEM,32627231,Ma`rib,Harib,current,2023-01-01,2023-05-31,3,12500,0.25
Mar 2023,YEM,32627231,Ma`rib,Harib,current,2023-01-01,2023-05-31,4,7500,0.15
Mar 2023,YEM,32627231,Ma`rib,Harib,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Ma`rib,Harib,first projection,2023-06-01,2023-12-31,all,50605,1.0
Mar 2023,YEM,32627231,Ma`rib,Harib,first projection,2023-06-01,2023-12-31,3+,22500,0.45
Mar 2023,YEM,32627231,Ma`rib,Harib,first projection,2023-06-01,2023-12-31,1,15000,0.3
Mar 2023,YEM,32627231,Ma`rib,Harib,first projection,2023-06-01,2023-12-31,2,12500,0.25
Mar 2023,YEM,32627231,Ma`rib,Harib,first projection,2023-06-01,2023-12-31,3,12500,0.25
Mar 2023,YEM,32627231,Ma`rib,Harib,first projection,2023-06-01,2023-12-31,4,10000,0.2
Mar 2023,YEM,32627231,Ma`rib,Harib,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,current,2023-01-01,2023-05-31,all,185941,1.0
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,current,2023-01-01,2023-05-31,3+,93000,0.5
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,current,2023-01-01,2023-05-31,1,37000,0.2
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,current,2023-01-01,2023-05-31,2,56000,0.3
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,current,2023-01-01,2023-05-31,3,65000,0.35
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,current,2023-01-01,2023-05-31,4,28000,0.15
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,first projection,2023-06-01,2023-12-31,all,185941,1.0
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,first projection,2023-06-01,2023-12-31,3+,102000,0.55
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,first projection,2023-06-01,2023-12-31,1,37000,0.2
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,first projection,2023-06-01,2023-12-31,2,46500,0.25
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,first projection,2023-06-01,2023-12-31,3,65000,0.35
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,first projection,2023-06-01,2023-12-31,4,37000,0.2
Mar 2023,YEM,32627231,Ma`rib,Ma'rib,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,current,2023-01-01,2023-05-31,all,1137864,1.0
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,current,2023-01-01,2023-05-31,3+,569000,0.5
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,current,2023-01-01,2023-05-31,1,227500,0.2
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,current,2023-01-01,2023-05-31,2,341500,0.3
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,current,2023-01-01,2023-05-31,3,341500,0.3
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,current,2023-01-01,2023-05-31,4,227500,0.2
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,first projection,2023-06-01,2023-12-31,all,1137864,1.0
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,first projection,2023-06-01,2023-12-31,3+,626000,0.55
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,first projection,2023-06-01,2023-12-31,1,227500,0.2
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,first projection,2023-06-01,2023-12-31,2,284500,0.25
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,first projection,2023-06-01,2023-12-31,3,398500,0.35
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,first projection,2023-06-01,2023-12-31,4,227500,0.2
Mar 2023,YEM,32627231,Ma`rib,Ma'rib city,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Ma`rib,Raghwan,current,2023-01-01,2023-05-31,all,14129,1.0
Mar 2023,YEM,32627231,Ma`rib,Raghwan,current,2023-01-01,2023-05-31,3+,3500,0.25
Mar 2023,YEM,32627231,Ma`rib,Raghwan,current,2023-01-01,2023-05-31,1,5500,0.4
Mar 2023,YEM,32627231,Ma`rib,Raghwan,current,2023-01-01,2023-05-31,2,5000,0.35
Mar 2023,YEM,32627231,Ma`rib,Raghwan,current,2023-01-01,2023-05-31,3,3500,0.25
Mar 2023,YEM,32627231,Ma`rib,Raghwan,current,2023-01-01,2023-05-31,4,0,0
Mar 2023,YEM,32627231,Ma`rib,Raghwan,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Ma`rib,Raghwan,first projection,2023-06-01,2023-12-31,all,14129,1.0
Mar 2023,YEM,32627231,Ma`rib,Raghwan,first projection,2023-06-01,2023-12-31,3+,4000,0.3
Mar 2023,YEM,32627231,Ma`rib,Raghwan,first projection,2023-06-01,2023-12-31,1,5500,0.4
Mar 2023,YEM,32627231,Ma`rib,Raghwan,first projection,2023-06-01,2023-12-31,2,4000,0.3
Mar 2023,YEM,32627231,Ma`rib,Raghwan,first projection,2023-06-01,2023-12-31,3,3500,0.25
Mar 2023,YEM,32627231,Ma`rib,Raghwan,first projection,2023-06-01,2023-12-31,4,500,0.05
Mar 2023,YEM,32627231,Ma`rib,Raghwan,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Aden,Al burayqah,current,2023-01-01,2023-05-31,all,145789,1.0
Mar 2023,YEM,32627231,Aden,Al burayqah,current,2023-01-01,2023-05-31,3+,51000,0.35
Mar 2023,YEM,32627231,Aden,Al burayqah,current,2023-01-01,2023-05-31,1,36500,0.25
Mar 2023,YEM,32627231,Aden,Al burayqah,current,2023-01-01,2023-05-31,2,58500,0.4
Mar 2023,YEM,32627231,Aden,Al burayqah,current,2023-01-01,2023-05-31,3,43500,0.3
Mar 2023,YEM,32627231,Aden,Al burayqah,current,2023-01-01,2023-05-31,4,7500,0.05
Mar 2023,YEM,32627231,Aden,Al burayqah,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Aden,Al burayqah,first projection,2023-06-01,2023-12-31,all,145789,1.0
Mar 2023,YEM,32627231,Aden,Al burayqah,first projection,2023-06-01,2023-12-31,3+,65500,0.45
Mar 2023,YEM,32627231,Aden,Al burayqah,first projection,2023-06-01,2023-12-31,1,36500,0.25
Mar 2023,YEM,32627231,Aden,Al burayqah,first projection,2023-06-01,2023-12-31,2,43500,0.3
Mar 2023,YEM,32627231,Aden,Al burayqah,first projection,2023-06-01,2023-12-31,3,51000,0.35
Mar 2023,YEM,32627231,Aden,Al burayqah,first projection,2023-06-01,2023-12-31,4,14500,0.1
Mar 2023,YEM,32627231,Aden,Al burayqah,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Aden,Al mansurah,current,2023-01-01,2023-05-31,all,198954,1.0
Mar 2023,YEM,32627231,Aden,Al mansurah,current,2023-01-01,2023-05-31,3+,50000,0.25
Mar 2023,YEM,32627231,Aden,Al mansurah,current,2023-01-01,2023-05-31,1,49500,0.25
Mar 2023,YEM,32627231,Aden,Al mansurah,current,2023-01-01,2023-05-31,2,99500,0.5
Mar 2023,YEM,32627231,Aden,Al mansurah,current,2023-01-01,2023-05-31,3,40000,0.2
Mar 2023,YEM,32627231,Aden,Al mansurah,current,2023-01-01,2023-05-31,4,10000,0.05
Mar 2023,YEM,32627231,Aden,Al mansurah,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Aden,Al mansurah,first projection,2023-06-01,2023-12-31,all,198954,1.0
Mar 2023,YEM,32627231,Aden,Al mansurah,first projection,2023-06-01,2023-12-31,3+,69500,0.35
Mar 2023,YEM,32627231,Aden,Al mansurah,first projection,2023-06-01,2023-12-31,1,49500,0.25
Mar 2023,YEM,32627231,Aden,Al mansurah,first projection,2023-06-01,2023-12-31,2,79500,0.4
Mar 2023,YEM,32627231,Aden,Al mansurah,first projection,2023-06-01,2023-12-31,3,49500,0.25
Mar 2023,YEM,32627231,Aden,Al mansurah,first projection,2023-06-01,2023-12-31,4,20000,0.1
Mar 2023,YEM,32627231,Aden,Al mansurah,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Aden,Al mu'alla,current,2023-01-01,2023-05-31,all,91876,1.0
Mar 2023,YEM,32627231,Aden,Al mu'alla,current,2023-01-01,2023-05-31,3+,14000,0.15
Mar 2023,YEM,32627231,Aden,Al mu'alla,current,2023-01-01,2023-05-31,1,32000,0.35
Mar 2023,YEM,32627231,Aden,Al mu'alla,current,2023-01-01,2023-05-31,2,46000,0.5
Mar 2023,YEM,32627231,Aden,Al mu'alla,current,2023-01-01,2023-05-31,3,14000,0.15
Mar 2023,YEM,32627231,Aden,Al mu'alla,current,2023-01-01,2023-05-31,4,0,0
Mar 2023,YEM,32627231,Aden,Al mu'alla,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Aden,Al mu'alla,first projection,2023-06-01,2023-12-31,all,91876,1.0
Mar 2023,YEM,32627231,Aden,Al mu'alla,first projection,2023-06-01,2023-12-31,3+,23000,0.25
Mar 2023,YEM,32627231,Aden,Al mu'alla,first projection,2023-06-01,2023-12-31,1,27500,0.3
Mar 2023,YEM,32627231,Aden,Al mu'alla,first projection,2023-06-01,2023-12-31,2,41500,0.45
Mar 2023,YEM,32627231,Aden,Al mu'alla,first projection,2023-06-01,2023-12-31,3,18500,0.2
Mar 2023,YEM,32627231,Aden,Al mu'alla,first projection,2023-06-01,2023-12-31,4,4500,0.05
Mar 2023,YEM,32627231,Aden,Al mu'alla,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,current,2023-01-01,2023-05-31,all,208827,1.0
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,current,2023-01-01,2023-05-31,3+,62500,0.3
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,current,2023-01-01,2023-05-31,1,62500,0.3
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,current,2023-01-01,2023-05-31,2,83500,0.4
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,current,2023-01-01,2023-05-31,3,52000,0.25
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,current,2023-01-01,2023-05-31,4,10500,0.05
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,first projection,2023-06-01,2023-12-31,all,208827,1.0
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,first projection,2023-06-01,2023-12-31,3+,73000,0.35
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,first projection,2023-06-01,2023-12-31,1,62500,0.3
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,first projection,2023-06-01,2023-12-31,2,73000,0.35
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,first projection,2023-06-01,2023-12-31,3,52000,0.25
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,first projection,2023-06-01,2023-12-31,4,21000,0.1
Mar 2023,YEM,32627231,Aden,Ash shaykh othman,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Aden,At tawahi,current,2023-01-01,2023-05-31,all,103276,1.0
Mar 2023,YEM,32627231,Aden,At tawahi,current,2023-01-01,2023-05-31,3+,10500,0.1
Mar 2023,YEM,32627231,Aden,At tawahi,current,2023-01-01,2023-05-31,1,41500,0.4
Mar 2023,YEM,32627231,Aden,At tawahi,current,2023-01-01,2023-05-31,2,51500,0.5
Mar 2023,YEM,32627231,Aden,At tawahi,current,2023-01-01,2023-05-31,3,10500,0.1
Mar 2023,YEM,32627231,Aden,At tawahi,current,2023-01-01,2023-05-31,4,0,0
Mar 2023,YEM,32627231,Aden,At tawahi,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Aden,At tawahi,first projection,2023-06-01,2023-12-31,all,103276,1.0
Mar 2023,YEM,32627231,Aden,At tawahi,first projection,2023-06-01,2023-12-31,3+,20500,0.2
Mar 2023,YEM,32627231,Aden,At tawahi,first projection,2023-06-01,2023-12-31,1,36000,0.35
Mar 2023,YEM,32627231,Aden,At tawahi,first projection,2023-06-01,2023-12-31,2,46500,0.45
Mar 2023,YEM,32627231,Aden,At tawahi,first projection,2023-06-01,2023-12-31,3,20500,0.2
Mar 2023,YEM,32627231,Aden,At tawahi,first projection,2023-06-01,2023-12-31,4,0,0
Mar 2023,YEM,32627231,Aden,At tawahi,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Aden,Dar sa'd,current,2023-01-01,2023-05-31,all,167151,1.0
Mar 2023,YEM,32627231,Aden,Dar sa'd,current,2023-01-01,2023-05-31,3+,66500,0.4
Mar 2023,YEM,32627231,Aden,Dar sa'd,current,2023-01-01,2023-05-31,1,42000,0.25
Mar 2023,YEM,32627231,Aden,Dar sa'd,current,2023-01-01,2023-05-31,2,58500,0.35
Mar 2023,YEM,32627231,Aden,Dar sa'd,current,2023-01-01,2023-05-31,3,50000,0.3
Mar 2023,YEM,32627231,Aden,Dar sa'd,current,2023-01-01,2023-05-31,4,16500,0.1
Mar 2023,YEM,32627231,Aden,Dar sa'd,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Aden,Dar sa'd,first projection,2023-06-01,2023-12-31,all,167151,1.0
Mar 2023,YEM,32627231,Aden,Dar sa'd,first projection,2023-06-01,2023-12-31,3+,75000,0.45
Mar 2023,YEM,32627231,Aden,Dar sa'd,first projection,2023-06-01,2023-12-31,1,42000,0.25
Mar 2023,YEM,32627231,Aden,Dar sa'd,first projection,2023-06-01,2023-12-31,2,50000,0.3
Mar 2023,YEM,32627231,Aden,Dar sa'd,first projection,2023-06-01,2023-12-31,3,50000,0.3
Mar 2023,YEM,32627231,Aden,Dar sa'd,first projection,2023-06-01,2023-12-31,4,25000,0.15
Mar 2023,YEM,32627231,Aden,Dar sa'd,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Aden,Khur maksar,current,2023-01-01,2023-05-31,all,86975,1.0
Mar 2023,YEM,32627231,Aden,Khur maksar,current,2023-01-01,2023-05-31,3+,21500,0.25
Mar 2023,YEM,32627231,Aden,Khur maksar,current,2023-01-01,2023-05-31,1,21500,0.25
Mar 2023,YEM,32627231,Aden,Khur maksar,current,2023-01-01,2023-05-31,2,43500,0.5
Mar 2023,YEM,32627231,Aden,Khur maksar,current,2023-01-01,2023-05-31,3,21500,0.25
Mar 2023,YEM,32627231,Aden,Khur maksar,current,2023-01-01,2023-05-31,4,0,0
Mar 2023,YEM,32627231,Aden,Khur maksar,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Aden,Khur maksar,first projection,2023-06-01,2023-12-31,all,86975,1.0
Mar 2023,YEM,32627231,Aden,Khur maksar,first projection,2023-06-01,2023-12-31,3+,30500,0.35
Mar 2023,YEM,32627231,Aden,Khur maksar,first projection,2023-06-01,2023-12-31,1,21500,0.25
Mar 2023,YEM,32627231,Aden,Khur maksar,first projection,2023-06-01,2023-12-31,2,35000,0.4
Mar 2023,YEM,32627231,Aden,Khur maksar,first projection,2023-06-01,2023-12-31,3,26000,0.3
Mar 2023,YEM,32627231,Aden,Khur maksar,first projection,2023-06-01,2023-12-31,4,4500,0.05
Mar 2023,YEM,32627231,Aden,Khur maksar,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Aden,Kritar - sirah,current,2023-01-01,2023-05-31,all,149795,1.0
Mar 2023,YEM,32627231,Aden,Kritar - sirah,current,2023-01-01,2023-05-31,3+,30000,0.2
Mar 2023,YEM,32627231,Aden,Kritar - sirah,current,2023-01-01,2023-05-31,1,60000,0.4
Mar 2023,YEM,32627231,Aden,Kritar - sirah,current,2023-01-01,2023-05-31,2,60000,0.4
Mar 2023,YEM,32627231,Aden,Kritar - sirah,current,2023-01-01,2023-05-31,3,22500,0.15
Mar 2023,YEM,32627231,Aden,Kritar - sirah,current,2023-01-01,2023-05-31,4,7500,0.05
Mar 2023,YEM,32627231,Aden,Kritar - sirah,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Aden,Kritar - sirah,first projection,2023-06-01,2023-12-31,all,149795,1.0
Mar 2023,YEM,32627231,Aden,Kritar - sirah,first projection,2023-06-01,2023-12-31,3+,45000,0.3
Mar 2023,YEM,32627231,Aden,Kritar - sirah,first projection,2023-06-01,2023-12-31,1,60000,0.4
Mar 2023,YEM,32627231,Aden,Kritar - sirah,first projection,2023-06-01,2023-12-31,2,45000,0.3
Mar 2023,YEM,32627231,Aden,Kritar - sirah,first projection,2023-06-01,2023-12-31,3,30000,0.2
Mar 2023,YEM,32627231,Aden,Kritar - sirah,first projection,2023-06-01,2023-12-31,4,15000,0.1
Mar 2023,YEM,32627231,Aden,Kritar - sirah,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,current,2023-01-01,2023-05-31,all,68807,1.0
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,current,2023-01-01,2023-05-31,3+,17500,0.25
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,current,2023-01-01,2023-05-31,1,27500,0.4
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,current,2023-01-01,2023-05-31,2,24000,0.35
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,current,2023-01-01,2023-05-31,3,14000,0.2
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,current,2023-01-01,2023-05-31,4,3500,0.05
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,current,2023-01-01,2023-05-31,5,0,0
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,first projection,2023-06-01,2023-12-31,all,68807,1.0
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,first projection,2023-06-01,2023-12-31,3+,17500,0.25
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,first projection,2023-06-01,2023-12-31,1,24000,0.35
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,first projection,2023-06-01,2023-12-31,2,27500,0.4
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,first projection,2023-06-01,2023-12-31,3,14000,0.2
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,first projection,2023-06-01,2023-12-31,4,3500,0.05
Mar 2023,YEM,32627231,Al Maharah,Al ghaydhah,first projection,2023-06-01,2023-12-31,5,0,0
Mar 2023,YEM,32627231,Al Maharah,Al masilah,current,2023-01-01,2023-05-31,all,22345,1.0
Mar 2023,YEM,32627231,Al Maharah,Al masilah,current,2023-01-01,2023-05-31,3+,3500,0.15
Mar 2023,YEM,32627231,Al Maharah,Al masilah,current,2023-01-01,2023-05-31,1,10000,0.45
Mar 2023,YEM,32627231,Al Maharah,Al masilah,current,2023-01-01,2023-05-31,2,9000,0.4
