id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
171189,Sudan,SDN,11.53591,33.9112395,"[11.53591, 33.9112395]",Recommended figure,Conflict,approximately,3535,2024-11-10,2024-11-10,2024-11-10,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-at-tadamon-locality-blue-nile-update-002?e=b699c75958,"Baw, Blue Nile State, Sudan; Blue Nile State, Sudan","11.11512, 33.699589; 11.9567, 34.12289",District/Zone/Department (ADM2); State/Region/Province (ADM1),Destination; Origin and destination,Displacement without preventive evacuations reported,2024-12-10T06:10:15.752948Z,"Sudan: 3,535 displacements, 10 November - 10 November. Non-international armed conflict (NIAC) resulted in approximately 707 households being displaced in Blue Nile State on 10 November, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-at-tadamon-locality-blue-nile-update-002?e=b699c75958,Conflict
171188,Sudan,SDN,14.43018,32.557584999999996,"[14.43018, 32.557584999999996]",Recommended figure,Conflict,approximately,400,2024-11-09,2024-11-09,2024-11-09,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-ad-diwaim-locality-white-nile-update-001?e=b699c75958,"Ad Douiem, White Nile State, Sudan; Al Jazirah, Sudan","14.19321, 31.892811; 14.66715, 33.222359",District/Zone/Department (ADM2); State/Region/Province (ADM1),Origin and destination; Destination,Displacement without preventive evacuations reported,2024-12-10T05:49:40.313844Z,"Sudan: 400 displacements, 09 November - 09 November. Approximately 80 households were displaced due to non-international armed conflict (niac) on 9 November from Ad Douiem to Al Jazirah, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-ad-diwaim-locality-white-nile-update-001?e=b699c75958,Conflict
171192,Sudan,SDN,13.578933333333332,24.743561,"[13.578933333333332, 24.743561]",Recommended figure,Conflict,approximately,1750,2024-11-09,2024-11-07,2024-11-09,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-054?e=b699c75958,"Al Fasher, North Darfur State, Sudan; Kabkabiya, North Darfur State, Sudan; Tawilah, Al Fasher, North Darfur State, Sudan","13.30913, 25.517651; 13.9138, 23.851801; 13.51387, 24.861231",District/Zone/Department (ADM2); District/Zone/Department (ADM2); County/City/town/Village/Woreda (ADM3),Origin and destination; Destination; Destination,Displacement without preventive evacuations reported,2024-12-10T06:25:21.139712Z,"Sudan: 1,750 displacements, 07 November - 09 November. Approximately 350 households were displaced due to non-international armed conflict (niac) between 7 and 9 November from Al Fasher to Tawila and Kabkabiya, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-054?e=b699c75958,Conflict
171187,Sudan,SDN,13.30913,25.517651,"[13.30913, 25.517651]",Recommended figure,Conflict,approximately,150,2024-11-06,2024-11-06,2024-11-06,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-053?e=b699c75958,"Al Fasher, North Darfur State, Sudan","13.30913, 25.517651",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-10T05:34:57.804581Z,"Sudan: 150 displacements, 06 November - 06 November. Non-international armed conflict (niac) resulted in approximately 30 households being displaced in Al Fasher on 6 November, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-053?e=b699c75958,Conflict
169921,Sudan,SDN,14.64237,24.518735,"[14.64237, 24.518735]",Recommended figure,Conflict,approximately,7750,2024-11-02,2024-10-31,2024-11-02,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-kutum-and-melit-localities-north-darfur-update-003?e=b699c75958,"Kutum, North Darfur State, Sudan; Mellit, Mellit, North Darfur State, Sudan","15.14532, 23.48703; 14.13942, 25.55044",District/Zone/Department (ADM2); County/City/town/Village/Woreda (ADM3),Origin; Origin,Displacement without preventive evacuations reported,2024-11-27T16:42:59.096300Z,"Sudan: 7,750 displacements, 31 October - 02 November. Approximately 1550 households were displaced due to non-international armed conflict (niac) between 31 October and 02 November from Kutum and Mellit, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-kutum-and-melit-localities-north-darfur-update-003?e=b699c75958,Conflict
169505,Sudan,SDN,18.977751,36.862808,"[18.977751, 36.862808]",Recommended figure,Disaster,total,140,2024-10-31,2024-10-31,2024-10-31,2024,28183,Sudan: Flood - Red Sea (Jubayt Elma'aadin) - 31/10/2024,,,2024-10-31,2024-10-31,Weather related,Hydrological,Flood,Flood,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-rain-and-flooding-in-jubayt-elmaaadin-jubayt-elmaaadin-town-red-sea-update-002?e=b699c75958,"Jubayt, Sinkat District, Red Sea State, Sudan","18.977751, 36.862808",County/City/town/Village/Woreda (ADM3),Origin,,2024-11-25T13:36:14.530929Z,"Sudan: 140 displacements (destroyed housing), 31 October - 31 October. Flood resulted in a total of 28 households being displaced due to destroyed housing in Jubayt Elma'aadin on 31 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-rain-and-flooding-in-jubayt-elmaaadin-jubayt-elmaaadin-town-red-sea-update-002?e=b699c75958,Flood
169920,Sudan,SDN,14.66715,33.222359,"[14.66715, 33.222359]",Recommended figure,Conflict,total,208068,2024-11-13,2024-10-30,2024-11-13,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/reports/dtm-sudan-focused-flash-alert-aj-jazirah-update-003?close=true,"Al Jazirah, Sudan","14.66715, 33.222359",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-11-27T16:38:55.630383Z,"Sudan: 208,068 displacements, 30 October - 13 November. A total of 208,068 people were displaced due to non-international armed conflict (niac) between 30 October and 13 November in Al Jazirah, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/reports/dtm-sudan-focused-flash-alert-aj-jazirah-update-003?close=true,Conflict
171159,Sudan,SDN,16.78306,25.74913,"[16.78306, 25.74913]",Recommended figure,Conflict,approximately,175,2024-10-28,2024-10-28,2024-10-28,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-melit-um-agiga-village-north-darfur-update-001?e=b699c75958,"Mellit, North Darfur State, Sudan","16.78306, 25.74913",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-09T18:00:16.905453Z,"Sudan: 175 displacements, 28 October - 28 October. Non-international armed conflict (niac) resulted in approximately 35 households being displaced in Mellit on 28 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-melit-um-agiga-village-north-darfur-update-001?e=b699c75958,Conflict
171160,Sudan,SDN,13.4115,25.189441000000002,"[13.4115, 25.189441000000002]",Recommended figure,Conflict,approximately,600,2024-10-26,2024-10-24,2024-10-26,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-052?e=b699c75958,"Al Fasher, North Darfur State, Sudan; Tawilah, Al Fasher, North Darfur State, Sudan","13.30913, 25.517651; 13.51387, 24.861231",District/Zone/Department (ADM2); County/City/town/Village/Woreda (ADM3),Origin and destination; Destination,Displacement without preventive evacuations reported,2024-12-09T18:05:15.764143Z,"Sudan: 600 displacements, 24 October - 26 October. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 120 households were displaced in Al Fasher, Tawilah due to non-international armed conflict (niac) on 24 October",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-052?e=b699c75958,Conflict
171158,Sudan,SDN,13.30913,25.517651,"[13.30913, 25.517651]",Recommended figure,Conflict,approximately,150,2024-10-21,2024-10-21,2024-10-21,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-051?e=b699c75958,"Al Fasher, North Darfur State, Sudan","13.30913, 25.517651",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-09T17:50:59.172892Z,"Sudan: 150 displacements, 21 October - 21 October. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 30 households were displaced in Al Fasher due to non-international armed conflict (niac) on 21 October",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-051?e=b699c75958,Conflict
169922,Sudan,SDN,14.66715,33.222359,"[14.66715, 33.222359]",Recommended figure,Conflict,approximately,135405,2024-10-30,2024-10-20,2024-10-30,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://dtm.iom.int/reports/dtm-sudan-focused-flash-alert-aj-jazirah-update-002?close=true,"Al Jazirah, Sudan","14.66715, 33.222359",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-11-27T16:51:29.671523Z,"Sudan: 135,405 displacements, 20 October - 30 October. Approximately 135405 people were displaced due to non-international armed conflict (niac) between 20 and 30 October in Al Jazirah, according to IOM Displacement Tracking Matrix (IOM DTM).",https://dtm.iom.int/reports/dtm-sudan-focused-flash-alert-aj-jazirah-update-002?close=true,Conflict
171785,Sudan,SDN,13.30913,25.517651,"[13.30913, 25.517651]",Recommended figure,Conflict,approximately,1280,2024-10-19,2024-10-18,2024-10-19,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-050?e=b699c75958,"Al Fasher, North Darfur State, Sudan","13.30913, 25.517651",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-12-13T15:54:34.536993Z,"Sudan: 1,280 displacements, 18 October - 19 October. Non-international armed conflict (niac) resulted in approximately 256 households being displaced in Al Fasher on 18 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-050?e=b699c75958,Conflict
171146,Sudan,SDN,13.51387,24.861231,"[13.51387, 24.861231]",Recommended figure,Conflict,approximately,4100,2024-10-18,2024-10-18,2024-10-18,2024,28469,Sudan: Communal violence - North Darfur (Tawila) - 18/10/2024,,,2024-10-18,2024-10-18,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-inter-communal-conflict-in-tawila-tabit-town-north-darfur-update-001?e=b699c75958,"Tawilah, Al Fasher, North Darfur State, Sudan","13.51387, 24.861231",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-12-09T17:46:36.609872Z,"Sudan: 4,100 displacements, 18 October - 18 October. Communal violence resulted in approximately 820 households being displaced in Tawilah on 18 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-inter-communal-conflict-in-tawila-tabit-town-north-darfur-update-001?e=b699c75958,Conflict
171106,Sudan,SDN,13.51222,22.690571,"[13.51222, 22.690571]",Recommended figure,Conflict,approximately,370,2024-10-16,2024-10-16,2024-10-16,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-sirba-bersiliba-and-refaida-villages-west-darfur-update-002?e=b699c75958,"West Darfur State, Sudan","13.51222, 22.690571",State/Region/Province (ADM1),Origin and destination,Displacement without preventive evacuations reported,2024-12-09T17:20:54.226860Z,"Sudan: 370 displacements, 16 October - 16 October. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 74 households were displaced in West Darfur State due to non-international armed conflict (niac) on 16 October",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-sirba-bersiliba-and-refaida-villages-west-darfur-update-002?e=b699c75958,Conflict
171121,Sudan,SDN,15.84944,25.504379,"[15.84944, 25.504379]",Recommended figure,Conflict,approximately,17500,2024-10-17,2024-10-14,2024-10-17,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-dar-as-salam-dar-as-salam-town-north-darfur-update-002?e=b699c75958,"North Darfur State, Sudan","15.84944, 25.504379",State/Region/Province (ADM1),Origin and destination,Displacement without preventive evacuations reported,2024-12-09T17:29:25.190417Z,"Sudan: 17,500 displacements, 14 October - 17 October. Approximately 3500 households were displaced due to non-international armed conflict (niac) between 14 and 17 October in North Darfur State, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-dar-as-salam-dar-as-salam-town-north-darfur-update-002?e=b699c75958,Conflict
171084,Sudan,SDN,15.84944,25.504379,"[15.84944, 25.504379]",Recommended figure,Conflict,approximately,1855,2024-10-13,2024-10-13,2024-10-13,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-dar-as-salam-dar-as-salam-town-north-darfur-update-001?e=b699c75958,"North Darfur State, Sudan","15.84944, 25.504379",State/Region/Province (ADM1),Origin and destination,Displacement without preventive evacuations reported,2024-12-09T17:13:07.773739Z,"Sudan: 1,855 displacements, 13 October - 13 October. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 371 households were displaced in North Darfur State due to non-international armed conflict (niac) on 13 October",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-dar-as-salam-dar-as-salam-town-north-darfur-update-001?e=b699c75958,Conflict
169942,Sudan,SDN,16.67803,34.237511,"[16.67803, 34.237511]",Recommended figure,Conflict,approximately,19120,2024-10-16,2024-10-10,2024-10-16,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-shendi-hajar-al-asal-river-nile-update-004?e=b699c75958,"Shendi, River Nile State, Sudan","16.67803, 34.237511",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-11-28T10:49:53.204185Z,"Sudan: 19,120 displacements, 10 October - 16 October. Non-international armed conflict (niac) resulted in approximately 3824 households being displaced in Shendi between 10 and 16 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-shendi-hajar-al-asal-river-nile-update-004?e=b699c75958,Conflict
171075,Sudan,SDN,13.09315,27.943199,"[13.09315, 27.943199]",Recommended figure,Conflict,approximately,2450,2024-10-08,2024-10-07,2024-10-08,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-wad-bandah-locality-west-kordofan-update-001?e=b699c75958,"Wad Banda, En Nuhud, West Kurdufan, Sudan","13.09315, 27.943199",County/City/town/Village/Woreda (ADM3),Origin and destination,Displacement without preventive evacuations reported,2024-12-09T17:06:30.618723Z,"Sudan: 2,450 displacements, 07 October - 08 October. Non-international armed conflict (niac) resulted in approximately 490 households being displaced in Wad Banda on 7 and 8 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-wad-bandah-locality-west-kordofan-update-001?e=b699c75958,Conflict
171003,Sudan,SDN,13.30913,25.517651,"[13.30913, 25.517651]",Recommended figure,Conflict,approximately,200,2024-10-07,2024-10-06,2024-10-07,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-049?e=b699c75958,"Al Fasher, North Darfur State, Sudan","13.30913, 25.517651",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-09T16:22:52.525031Z,"Sudan: 200 displacements, 06 October - 07 October. Approximately 40 households were displaced due to non-international armed conflict (niac) on 6 and 7 October in Al Fasher, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-fasher-al-fasher-town-north-darfur-update-049?e=b699c75958,Conflict
169941,Sudan,SDN,16.67803,34.237511,"[16.67803, 34.237511]",Recommended figure,Conflict,approximately,32930,2024-10-09,2024-10-05,2024-10-09,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-shendi-hajar-al-asal-river-nile-update-003?e=7a110d89b1,"Shendi, River Nile State, Sudan","16.67803, 34.237511",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-11-28T10:46:55.657897Z,"Sudan: 32,930 displacements, 05 October - 09 October. Non-international armed conflict (niac) resulted in approximately 6586 households being displaced in Shendi between 5 and 9 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-shendi-hajar-al-asal-river-nile-update-003?e=7a110d89b1,Conflict
170689,Sudan,SDN,13.0,33.5,"[13, 33.5]",Recommended figure,Conflict,approximately,1310,2024-10-04,2024-10-04,2024-10-04,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-sharg-sennar-village-44-wad-taktouk-sennar-update-010?e=b699c75958,"Sennar State, Sudan","13, 33.5",State/Region/Province (ADM1),Origin and destination,Displacement without preventive evacuations reported,2024-12-05T16:10:47.140450Z,"Sudan: 1,310 displacements, 04 October - 04 October. Non-international armed conflict (niac) resulted in approximately 262 households being displaced in Sennar State on 4 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-sharg-sennar-village-44-wad-taktouk-sennar-update-010?e=b699c75958,Conflict
170921,Sudan,SDN,15.84944,25.504379,"[15.84944, 25.504379]",Recommended figure,Conflict,approximately,750,2024-10-04,2024-10-04,2024-10-04,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-koma-al-koma-town-north-darfur-update-001?e=b699c75958,"North Darfur State, Sudan","15.84944, 25.504379",State/Region/Province (ADM1),Origin and destination,Displacement without preventive evacuations reported,2024-12-09T15:53:23.816620Z,"Sudan: 750 displacements, 04 October - 04 October. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 150 households were displaced in North Darfur State due to non-international armed conflict (niac) on 4 October",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-al-koma-al-koma-town-north-darfur-update-001?e=b699c75958,Conflict
171009,Sudan,SDN,14.17736,23.547447333333334,"[14.17736, 23.547447333333334]",Recommended figure,Conflict,approximately,17215,2024-10-09,2024-10-03,2024-10-09,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-kutum-locality-north-darfur-update-002?e=b699c75958,"Kabkabiya, North Darfur State, Sudan; Kutum, North Darfur State, Sudan; Saraf `Umrah, Kabkabiya, North Darfur State, Sudan","13.9138, 23.851801; 15.14532, 23.48703; 13.47296, 23.303511",District/Zone/Department (ADM2); District/Zone/Department (ADM2); County/City/town/Village/Woreda (ADM3),Destination; Origin; Destination,Displacement without preventive evacuations reported,2024-12-09T16:34:37.063005Z,"Sudan: 17,215 displacements, 03 October - 09 October. Approximately 3443 households were displaced due to non-international armed conflict (niac) between 3 and 9 October from Kutum to Kabkabiya and Saraf `Umrah, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-kutum-locality-north-darfur-update-002?e=b699c75958,Conflict
170962,Sudan,SDN,13.51222,22.690571,"[13.51222, 22.690571]",Recommended figure,Conflict,approximately,36275,2024-10-03,2024-10-03,2024-10-03,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-sirba-abu-surug-and-bersiliba-west-darfur-update-001?e=b699c75958,"West Darfur State, Sudan","13.51222, 22.690571",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-12-09T16:08:36.112071Z,"Sudan: 36,275 displacements, 03 October - 03 October. According to IOM Displacement Tracking Matrix (IOM DTM), approximately 7255 households were displaced in West Darfur State due to non-international armed conflict (niac) on 3 October",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-sirba-abu-surug-and-bersiliba-west-darfur-update-001?e=b699c75958,Conflict
170688,Sudan,SDN,15.14532,23.48703,"[15.14532, 23.48703]",Recommended figure,Conflict,approximately,5000,2024-10-03,2024-10-02,2024-10-03,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-kutum-birmaza-and-disa-villages-north-darfur-update-001?e=b699c75958,"Kutum, North Darfur State, Sudan","15.14532, 23.48703",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2024-12-05T16:02:29.097511Z,"Sudan: 5,000 displacements, 02 October - 03 October. Approximately 1000 households were displaced due to non-international armed conflict (niac) on 2 October in Kutum, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-kutum-birmaza-and-disa-villages-north-darfur-update-001?e=b699c75958,Conflict
170687,Sudan,SDN,14.13942,25.55044,"[14.13942, 25.55044]",Recommended figure,Conflict,approximately,8750,2024-10-01,2024-10-01,2024-10-01,2024,20686,Sudan: Non-International armed conflict (NIAC) - Countrywide - 01/01/2024,CE-2023-000066-SDN; MDRSD033,Glide Number; IFRC Appeal ID,2024-01-01,2024-12-31,,,,,,IOM Displacement Tracking Matrix (IOM DTM),https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-melit-sayah-village-north-darfur-update-004?e=b699c75958,"Mellit, Mellit, North Darfur State, Sudan","14.13942, 25.55044",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-12-05T15:59:13.238237Z,"Sudan: 8,750 displacements, 01 October - 01 October. Non-international armed conflict (niac) resulted in approximately 1750 households being displaced in Mellit on 2 October, according to IOM Displacement Tracking Matrix (IOM DTM).",https://mailchi.mp/iom/dtm-sudan-flash-alert-conflict-in-melit-sayah-village-north-darfur-update-004?e=b699c75958,Conflict
